Address,CaseNumber,CouncilDistrict,CrimeAgainst,CustomCrimeAgainst,CustomCrimeCategory,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseCount,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,ReportMonthYear
5300 BLOCK OF NE 33RD AVE,26-904848,2,Property,Property,Larceny: Shoplifting,Concordia,2/24/2026,1424,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/25/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904861,2,Property,Property,Larceny: Shoplifting,Concordia,2/24/2026,1429,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/25/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904951,2,Property,Property,Larceny: Shoplifting,Concordia,2/25/2026,1137,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/26/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904963,2,Property,Property,Larceny: Shoplifting,Concordia,2/26/2026,1657,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/26/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-904999,2,Property,Property,Larceny: Shoplifting,Concordia,2/26/2026,1907,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/26/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-905053,2,Property,Property,Larceny: Shoplifting,Concordia,2/26/2026,1927,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/27/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-905083,2,Property,Property,Larceny: Shoplifting,Concordia,2/27/2026,1732,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/27/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-905305,2,Property,Property,Larceny: Shoplifting,Concordia,2/28/2026,1842,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/28/2026,February 2026
5300 BLOCK OF NE 33RD AVE,26-905307,2,Property,Property,Larceny: Shoplifting,Concordia,2/28/2026,1539,Larceny Offenses,1,Shoplifting,45.561411214,-122.630595238,7656466,697973,2/28/2026,February 2026
5300 BLOCK OF NE 41ST AVE,26-40420,2,Property,Property,Motor Vehicle Theft,Concordia,2/9/2026,2000,Motor Vehicle Theft,1,Motor Vehicle Theft,45.561681235,-122.621481600,7658802,698010,2/10/2026,February 2026
5300 BLOCK OF NE 101ST AVE,26-904739,1,Property,Property,Burglary,Parkrose,2/10/2026,40,Burglary,1,Burglary,45.561723872,-122.558761808,7674861,697610,2/24/2026,February 2026
5300 BLOCK OF NE 148TH AVE,26-5477,1,Property,Property,Larceny: Other,Wilkes,1/6/2026,200,Larceny Offenses,1,Theft From Building,45.561211376,-122.510196848,7687291,697110,1/6/2026,January 2026
5300 BLOCK OF NE CESAR E CHAVEZ BLVD,26-56357,2,Property,Property,Larceny: Car Prowl - Other,Concordia,2/25/2026,1950,Larceny Offenses,1,Theft From Motor Vehicle,45.561679413,-122.623512508,7658282,698023,2/25/2026,February 2026
5300 BLOCK OF NE CESAR E CHAVEZ BLVD,26-56357,2,Property,Property,Vandalism,Concordia,2/25/2026,1950,Vandalism,1,Vandalism,45.561679413,-122.623512508,7658282,698023,2/25/2026,February 2026
5300 BLOCK OF NE CLEVELAND AVE,26-902526,2,Property,Property,Larceny: Car Prowl - Car Parts,Humboldt,1/30/2026,0,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.561903601,-122.665917988,7647427,698393,1/30/2026,January 2026
5300 BLOCK OF NE CULLY BLVD,26-9967,1,Property,Property,Larceny: Shoplifting,Cully,1/11/2026,1358,Larceny Offenses,1,Shoplifting,45.561466153,-122.595356212,7665489,697757,1/11/2026,January 2026
5300 BLOCK OF NE CULLY BLVD,26-43042,1,Property,Property,Larceny: Shoplifting,Cully,2/12/2026,1831,Larceny Offenses,1,Shoplifting,45.561466153,-122.595356212,7665489,697757,2/12/2026,February 2026
5300 BLOCK OF NE DAVIS ST,26-902199,3,Property,Property,Larceny: Car Prowl - Other,North Tabor,1/26/2026,1300,Larceny Offenses,1,Theft From Motor Vehicle,45.524318551,-122.608528322,7661763,684305,1/26/2026,January 2026
5300 BLOCK OF NE GLISAN ST,26-51797,3,Property,Property,Burglary,North Tabor,2/21/2026,720,Burglary,1,Burglary,45.526543604,-122.608528988,7661784,685116,2/21/2026,February 2026
5300 BLOCK OF NE LOMBARD ST,26-4410,2,Property,Property,Burglary,Cully,1/5/2026,1542,Burglary,1,Burglary,45.568331869,-122.607894644,7662344,700343,1/5/2026,January 2026
5300 BLOCK OF NE MALLORY AVE,26-3997,2,Property,Property,Motor Vehicle Theft,King,1/4/2026,2100,Motor Vehicle Theft,1,Motor Vehicle Theft,45.561899905,-122.663636864,7648011,698376,1/5/2026,January 2026
5300 BLOCK OF NE PRESCOTT ST,26-16895,2,Property,Property,Larceny: Other,Cully,1/10/2026,247,Larceny Offenses,1,All Other Larceny,45.555454363,-122.607998174,7662195,695650,1/18/2026,January 2026
5300 BLOCK OF NE PRESCOTT ST,26-25116,2,Person,Person,Assault: Simple/Intimidation,Cully,1/26/2026,1612,Assault Offenses,1,Simple Assault,45.555454363,-122.607998174,7662195,695650,1/26/2026,January 2026
5300 BLOCK OF NE SKIDMORE ST,26-28488,2,Property,Property,Motor Vehicle Theft,Cully,1/26/2026,0,Motor Vehicle Theft,1,Motor Vehicle Theft,45.553949733,-122.607911039,7662203,695101,1/29/2026,January 2026
5300 BLOCK OF SE 28TH AVE,26-16430,4,Property,Property,Larceny: Other,Reed,1/17/2026,1000,Larceny Offenses,1,All Other Larceny,45.484189582,-122.637505108,7653952,669874,1/17/2026,January 2026
5300 BLOCK OF SE 28TH AVE,26-23339,4,Property,Property,Larceny: Other,Reed,1/22/2026,1130,Larceny Offenses,1,All Other Larceny,45.484189582,-122.637505108,7653952,669874,1/24/2026,January 2026
5300 BLOCK OF SE 28TH AVE,26-43481,4,Property,Property,Arson,Reed,2/13/2026,136,Arson,1,Arson,45.484189582,-122.637505108,7653952,669874,2/13/2026,February 2026
5300 BLOCK OF SE 35TH AVE,26-56936,4,Property,Property,Other Property Offenses,Reed,2/5/2026,1435,Counterfeiting/Forgery,1,Counterfeiting/Forgery,45.484161021,-122.628260067,7656322,669801,2/26/2026,February 2026
5300 BLOCK OF SE 118TH AVE,26-32625,1,Property,Property,Fraud,Powellhurst-Gilbert,2/2/2026,1525,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.483770555,-122.542036647,7678425,669088,2/2/2026,February 2026
5300 BLOCK OF SE 122ND AVE,26-901651,1,Property,Property,Larceny: Car Prowl - Other,Powellhurst-Gilbert,1/20/2026,900,Larceny Offenses,1,Theft From Motor Vehicle,45.484039525,-122.537861309,7679498,669159,1/20/2026,January 2026
5300 BLOCK OF SE MALDEN ST,26-49975,3,Society,Society,Drug Offenses,Brentwood-Darlington,2/19/2026,1319,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.467982378,-122.607997961,7661363,663768,2/19/2026,February 2026
5300 BLOCK OF SW BURTON DR,26-904377,4,Property,Property,Larceny: Other,Sylvan-Highlands,2/19/2026,130,Larceny Offenses,1,All Other Larceny,45.514296382,-122.731971616,7630036,681502,2/19/2026,February 2026
5300 BLOCK OF SW HUMPHREY BLVD,26-902422,4,Property,Property,Fraud,Southwest Hills,1/13/2026,55,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.507651183,-122.731683140,7630043,679078,1/28/2026,January 2026
5400 BLOCK OF E BURNSIDE ST,26-901744,3,Property,Property,Larceny: Shoplifting,North Tabor,1/20/2026,437,Larceny Offenses,1,Shoplifting,45.522926230,-122.607852130,7661923,683793,1/23/2026,January 2026
5400 BLOCK OF N HAIGHT AVE,26-2376,2,Property,Property,Larceny: Car Prowl - Other,Humboldt,12/20/2025,1200,Larceny Offenses,1,Theft From Motor Vehicle,45.562452920,-122.670106482,7646360,698622,1/3/2026,January 2026
5400 BLOCK OF N LOMBARD ST,26-7839,2,Property,Property,Larceny: Other,University Park,1/8/2026,2055,Larceny Offenses,1,All Other Larceny,45.582857956,-122.725214014,7632456,706443,1/9/2026,January 2026
5400 BLOCK OF N MINNESOTA AVE,26-904568,2,Property,Property,Vandalism,Overlook,2/22/2026,900,Vandalism,1,Vandalism,45.562285078,-122.679126437,7644049,698623,2/22/2026,February 2026
5400 BLOCK OF NE 29TH AVE,26-900538,2,Property,Property,Vandalism,Concordia,1/6/2026,200,Vandalism,1,Vandalism,45.562412660,-122.635917373,7655113,698374,1/6/2026,January 2026
5400 BLOCK OF NE 33RD AVE,26-49580,2,Property,Property,Vandalism,Concordia,2/19/2026,345,Vandalism,1,Vandalism,45.562382923,-122.630717655,7656444,698328,2/19/2026,February 2026
5400 BLOCK OF NE 35TH AVE,26-4727,2,Property,Property,Vandalism,Concordia,1/5/2026,2201,Vandalism,1,Vandalism,45.562384370,-122.628565624,7656995,698314,1/5/2026,January 2026
5400 BLOCK OF NE 49TH AVE,26-904019,2,Property,Property,Fraud,Cully,2/10/2026,1000,Fraud Offenses,1,Identity Theft,45.562436480,-122.611901653,7661262,698221,2/15/2026,February 2026
5400 BLOCK OF NE 53RD AVE,26-25801,2,Property,Property,Motor Vehicle Theft,Cully,12/27/2025,2359,Motor Vehicle Theft,1,Motor Vehicle Theft,45.562458816,-122.608441981,7662148,698206,1/27/2026,January 2026
5400 BLOCK OF NE KILLINGSWORTH ST,26-900686,2,Property,Property,Larceny: Other,Cully,1/7/2026,1200,Larceny Offenses,1,All Other Larceny,45.562793908,-122.606774948,7662578,698317,1/8/2026,January 2026
5400 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-901859,2,Property,Property,Fraud,King,1/10/2026,1150,Fraud Offenses,1,Identity Theft,45.562274760,-122.661502961,7648561,698498,1/21/2026,January 2026
5400 BLOCK OF NE PRESCOTT ST,26-902141,2,Property,Property,Larceny: Other,Cully,1/23/2026,1649,Larceny Offenses,1,All Other Larceny,45.555536641,-122.607251417,7662387,695675,1/23/2026,January 2026
5400 BLOCK OF NE SANDY BLVD,26-15788,3,Person,Person,Assault: Simple/Intimidation,Rose City Park,1/16/2026,2158,Assault Offenses,1,Simple Assault,45.541179318,-122.607108819,7662287,690441,1/17/2026,January 2026
5400 BLOCK OF NE SANDY BLVD,26-15788,3,Property,Property,Vandalism,Rose City Park,1/16/2026,2158,Vandalism,1,Vandalism,45.541179318,-122.607108819,7662287,690441,1/17/2026,January 2026
5400 BLOCK OF NE SANDY BLVD,26-31416,3,Property,Property,Vandalism,Rose City Park,1/31/2026,2300,Vandalism,1,Vandalism,45.541179318,-122.607108819,7662287,690441,2/1/2026,February 2026
5400 BLOCK OF NE SANDYCREST TER,26-904638,3,Property,Property,Larceny: Car Prowl - Other,Rose City Park,2/11/2026,2000,Larceny Offenses,1,Theft From Motor Vehicle,45.540707145,-122.606974162,7662317,690268,2/23/2026,February 2026
5400 BLOCK OF S MACADAM AVE,26-25786,4,Property,Property,Burglary,South Portland,1/26/2026,1710,Burglary,1,Burglary,45.484061803,-122.674702609,7644414,670082,1/27/2026,January 2026
5400 BLOCK OF S MACADAM AVE,26-36431,4,Property,Property,Motor Vehicle Theft,South Portland,2/5/2026,1630,Motor Vehicle Theft,1,Motor Vehicle Theft,45.484091508,-122.674582832,7644445,670092,2/6/2026,February 2026
5400 BLOCK OF SE 28TH AVE,26-13995,4,Property,Property,Burglary,Reed,1/15/2026,1104,Burglary,1,Burglary,45.483191225,-122.637487051,7653947,669510,1/15/2026,January 2026
5400 BLOCK OF SE 28TH AVE,26-357681,4,Property,Property,Burglary,Reed,12/22/2025,1238,Burglary,1,Burglary,45.483190805,-122.637362224,7653979,669509,1/21/2026,January 2026
5400 BLOCK OF SE 82ND AVE,26-6162,1,Property,Property,Larceny: Shoplifting,Lents,1/7/2026,1147,Larceny Offenses,1,Shoplifting,45.483169790,-122.578880209,7668973,669110,1/7/2026,January 2026
5400 BLOCK OF SE 82ND AVE,26-901036,1,Property,Property,Larceny: Shoplifting,Lents,1/12/2026,1443,Larceny Offenses,1,Shoplifting,45.483169790,-122.578880209,7668973,669110,1/12/2026,January 2026
5400 BLOCK OF SE 82ND AVE,26-901354,1,Property,Property,Larceny: Shoplifting,Lents,1/15/2026,1312,Larceny Offenses,1,Shoplifting,45.483169790,-122.578880209,7668973,669110,1/15/2026,January 2026
5400 BLOCK OF SE 82ND AVE,26-901717,1,Property,Property,Larceny: Shoplifting,Lents,1/21/2026,1700,Larceny Offenses,1,Shoplifting,45.483169790,-122.578880209,7668973,669110,1/21/2026,January 2026
5400 BLOCK OF SE 82ND AVE,26-901962,1,Property,Property,Larceny: Shoplifting,Lents,1/23/2026,1740,Larceny Offenses,1,Shoplifting,45.483169790,-122.578880209,7668973,669110,1/23/2026,January 2026
5400 BLOCK OF SE 82ND AVE,26-902770,1,Property,Property,Larceny: Shoplifting,Lents,2/6/2026,1840,Larceny Offenses,1,Shoplifting,45.483169790,-122.578880209,7668973,669110,2/6/2026,February 2026
5400 BLOCK OF SE 82ND AVE,26-903167,1,Property,Property,Larceny: Shoplifting,Lents,2/6/2026,1409,Larceny Offenses,1,Shoplifting,45.483169790,-122.578880209,7668973,669110,2/6/2026,February 2026
5400 BLOCK OF SE 82ND AVE,26-904291,1,Property,Property,Larceny: Shoplifting,Lents,2/18/2026,1814,Larceny Offenses,1,Shoplifting,45.483169790,-122.578880209,7668973,669110,2/18/2026,February 2026
5400 BLOCK OF SE 122ND AVE,26-902120,1,Property,Property,Larceny: Other,Powellhurst-Gilbert,1/23/2026,1812,Larceny Offenses,1,Theft From Building,45.483496479,-122.538005643,7679456,668962,1/24/2026,January 2026
5400 BLOCK OF SE 122ND AVE,26-903079,1,Property,Property,Larceny: Car Prowl - Other,Powellhurst-Gilbert,2/5/2026,1908,Larceny Offenses,1,Theft From Motor Vehicle,45.483496479,-122.538005643,7679456,668962,2/6/2026,February 2026
5400 BLOCK OF SE 122ND AVE,26-904161,1,Property,Property,Larceny: Other,Powellhurst-Gilbert,2/13/2026,800,Larceny Offenses,1,Theft From Building,45.483496479,-122.538005643,7679456,668962,2/16/2026,February 2026
5400 BLOCK OF SE 134TH AVE,26-X6138784,1,Person,Person,Homicide,Powellhurst-Gilbert,1/26/2026,239,Homicide Offenses,1,Murder and Non-negligent Manslaughter,45.483790784,-122.525714790,7682610,668990,1/26/2026,January 2026
5400 BLOCK OF SE BELMONT ST,26-904151,3,Property,Property,Larceny: Other,Mt Tabor,2/15/2026,2359,Larceny Offenses,1,All Other Larceny,45.516507618,-122.607325080,7661997,681450,2/16/2026,February 2026
5400 BLOCK OF SE LAFAYETTE ST,26-3337,3,Property,Property,Motor Vehicle Theft,Foster-Powell,1/4/2026,400,Motor Vehicle Theft,1,Motor Vehicle Theft,45.496866000,-122.606729063,7661963,674287,1/4/2026,January 2026
5400 BLOCK OF SE MCLOUGHLIN BLVD,26-58427,3,Person,Person,Assault: Simple/Intimidation,Brooklyn,2/27/2026,2036,Assault Offenses,1,Intimidation,45.483574787,-122.643550966,7652396,669691,2/27/2026,February 2026
5400 BLOCK OF SE MILWAUKIE AVE,26-14955,4,Property,Property,Larceny: Car Prowl - Car Parts,Sellwood-Moreland,1/16/2026,500,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.483336385,-122.649552440,7650855,669645,1/16/2026,January 2026
5400 BLOCK OF SE MILWAUKIE AVE,26-26125,4,Property,Property,Larceny: Car Prowl - Other,Sellwood-Moreland,1/26/2026,1600,Larceny Offenses,1,Theft From Motor Vehicle,45.483336385,-122.649552440,7650855,669645,1/27/2026,January 2026
5400 BLOCK OF SE SCHILLER ST,26-6466,3,Property,Property,Larceny: Other,Woodstock,1/6/2026,704,Larceny Offenses,1,All Other Larceny,45.487844329,-122.606612964,7661907,670998,1/7/2026,January 2026
5400 BLOCK OF SE WOODSTOCK BLVD,26-350,3,Property,Property,Robbery,Woodstock,1/1/2026,1000,Robbery,1,Robbery,45.479119846,-122.607046124,7661713,667821,1/1/2026,January 2026
5400 BLOCK OF SW BEAVERTON HILLSDALE HWY,26-45702,4,Property,Property,Burglary,Bridlemile,2/15/2026,850,Burglary,1,Burglary,45.487092638,-122.733219921,7629442,671596,2/15/2026,February 2026
5400 BLOCK OF SW WESTGATE DR,26-41745,4,Property,Property,Vandalism,Sylvan-Highlands,2/11/2026,1355,Vandalism,1,Vandalism,45.510524904,-122.732053625,7629977,680128,2/11/2026,February 2026
5500 BLOCK OF E BURNSIDE ST,26-8543,3,Property,Property,Robbery,Mt Tabor,1/9/2026,2303,Robbery,1,Robbery,45.522841238,-122.606951278,7662153,683756,1/9/2026,January 2026
5500 BLOCK OF E BURNSIDE ST,26-44407,3,Property,Property,Larceny: Shoplifting,Mt Tabor,2/13/2026,2324,Larceny Offenses,1,Shoplifting,45.522841238,-122.606951278,7662153,683756,2/13/2026,February 2026
5500 BLOCK OF N CHANNEL AVE,26-30882,2,Property,Property,Vandalism,Overlook,2/1/2026,346,Vandalism,1,Vandalism,45.562787224,-122.717583651,7634208,699074,2/1/2026,February 2026
5500 BLOCK OF N CHANNEL AVE,26-55055,2,Property,Property,Motor Vehicle Theft,Overlook,2/24/2026,1109,Motor Vehicle Theft,1,Motor Vehicle Theft,45.562787224,-122.717583651,7634208,699074,2/24/2026,February 2026
5500 BLOCK OF N INTERSTATE AVE,26-15455,2,Property,Property,Larceny: Other,Overlook,1/16/2026,1603,Larceny Offenses,1,All Other Larceny,45.563011823,-122.682036896,7643311,698908,1/16/2026,January 2026
5500 BLOCK OF N INTERSTATE AVE,26-904220,2,Property,Property,Larceny: Other,Overlook,2/14/2026,2350,Larceny Offenses,1,Theft From Building,45.563010195,-122.682411799,7643215,698910,2/17/2026,February 2026
5500 BLOCK OF N LOMBARD ST,26-903578,2,Property,Property,Larceny: Other,Portsmouth,2/4/2026,1612,Larceny Offenses,1,All Other Larceny,45.583253859,-122.726022738,7632253,706593,2/6/2026,February 2026
5500 BLOCK OF N LOMBARD ST,26-904346,2,Property,Property,Larceny: Other,Portsmouth,2/4/2026,1612,Larceny Offenses,1,All Other Larceny,45.583253859,-122.726022738,7632253,706593,2/20/2026,February 2026
5500 BLOCK OF N LOMBARD ST,26-904874,2,Property,Property,Larceny: Other,Portsmouth,2/18/2026,1309,Larceny Offenses,1,All Other Larceny,45.583253859,-122.726022738,7632253,706593,2/26/2026,February 2026
5500 BLOCK OF N WILLIS BLVD,26-903111,2,Property,Property,Larceny: Car Prowl - Car Parts,Portsmouth,2/6/2026,2305,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.585204790,-122.724594934,7632638,707294,2/7/2026,February 2026
5500 BLOCK OF NE 9TH AVE,26-1247,2,Property,Property,Larceny: Car Prowl - Other,King,1/2/2026,1040,Larceny Offenses,1,Theft From Motor Vehicle,45.563043898,-122.656192949,7649928,698742,1/2/2026,January 2026
5500 BLOCK OF NE 35TH AVE,26-901664,2,Property,Property,Larceny: Car Prowl - Other,Concordia,1/19/2026,2030,Larceny Offenses,1,Theft From Motor Vehicle,45.563018563,-122.628690968,7656969,698546,1/21/2026,January 2026
5500 BLOCK OF NE 72ND AVE,26-12615,2,Person,Person,Assault: Aggravated,Cully,1/14/2026,2,Assault Offenses,1,Aggravated Assault,45.563028500,-122.588953756,7667143,698284,1/14/2026,January 2026
5500 BLOCK OF NE COUCH ST,26-45771,3,Property,Property,Vandalism,North Tabor,2/14/2026,2200,Vandalism,1,Vandalism,45.523628547,-122.606957075,7662159,684043,2/15/2026,February 2026
5500 BLOCK OF NE COURIER CT,26-901096,1,Property,Property,Larceny: Other,Other,11/14/2025,1107,Larceny Offenses,1,All Other Larceny,45.581567845,-122.606491614,7662829,705158,1/13/2026,January 2026
5500 BLOCK OF NE COURIER CT,26-903481,1,Property,Property,Larceny: Other,Other,11/14/2025,1042,Larceny Offenses,1,All Other Larceny,45.581567845,-122.606491614,7662829,705158,1/30/2026,January 2026
5500 BLOCK OF NE GLISAN ST,26-4495,3,Property,Property,Fraud,North Tabor,1/5/2026,1723,Fraud Offenses,1,Identity Theft,45.526537938,-122.606893301,7662203,685103,1/5/2026,January 2026
5500 BLOCK OF NE GLISAN ST,26-58977,3,Property,Property,Vandalism,North Tabor,2/27/2026,800,Vandalism,1,Vandalism,45.526450131,-122.606893946,7662202,685071,2/28/2026,February 2026
5500 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-18927,2,Property,Property,Robbery,King,1/20/2026,1023,Robbery,1,Robbery,45.563067907,-122.661490213,7648572,698787,1/20/2026,January 2026
5500 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-42629,2,Property,Property,Fraud,King,2/11/2026,1300,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.563067907,-122.661490213,7648572,698787,2/12/2026,February 2026
5500 BLOCK OF NE MARTIN LUTHER KING JR BLVD,26-900573,2,Property,Property,Larceny: Car Prowl - Car Parts,King,1/5/2026,330,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.563067513,-122.661365210,7648604,698786,1/7/2026,January 2026
5500 BLOCK OF S MACADAM AVE,26-1102,4,Property,Property,Burglary,South Portland,1/2/2026,535,Burglary,1,Burglary,45.483493868,-122.674267427,7644520,669872,1/2/2026,January 2026
5500 BLOCK OF SE 26TH AVE,26-19006,4,Property,Property,Burglary,Reed,1/16/2026,2345,Burglary,1,Burglary,45.482754436,-122.639873216,7653331,669367,1/20/2026,January 2026
5500 BLOCK OF SE 26TH AVE,26-19146,4,Property,Property,Burglary,Reed,1/19/2026,159,Burglary,1,Burglary,45.482754436,-122.639873216,7653331,669367,1/20/2026,January 2026
5500 BLOCK OF SE 47TH AVE,26-56712,3,Property,Property,Motor Vehicle Theft,Woodstock,2/25/2026,1830,Motor Vehicle Theft,1,Motor Vehicle Theft,45.482390339,-122.614355580,7659870,669062,2/26/2026,February 2026
5500 BLOCK OF SE 57TH AVE,26-903824,3,Property,Property,Fraud,Woodstock,2/9/2026,2340,Fraud Offenses,1,Credit Card/ATM Fraud,45.482750121,-122.604778176,7662329,669129,2/10/2026,February 2026
5500 BLOCK OF SE 61ST AVE,26-9142,3,Property,Property,Arson,Mt Scott-Arleta,1/10/2026,1537,Arson,1,Arson,45.482743558,-122.600791855,7663351,669100,1/10/2026,January 2026
