Address,CaseNumber,CouncilDistrict,CrimeAgainst,CustomCrimeAgainst,CustomCrimeCategory,Neighborhood,OccurDate,OccurTime,OffenseCategory,OffenseCount,OffenseType,OpenDataLat,OpenDataLon,OpenDataX,OpenDataY,ReportDate,ReportMonthYear
SE 127TH AVE / SE STARK ST,26-16703,1,Person,Person,Assault: Simple/Intimidation,Hazelwood,1/17/2026,2157,Assault Offenses,1,Simple Assault,45.519052721,-122.532604295,7681167,681887,1/17/2026,January 2026
SE 133RD AVE / SE DIVISION ST,26-47205,1,Person,Person,Assault: Aggravated,Powellhurst-Gilbert,2/16/2026,1834,Assault Offenses,1,Aggravated Assault,45.504005590,-122.526166533,7682679,676361,2/16/2026,February 2026
SE 134TH AVE / SE POWELL BLVD,26-6081,1,Property,Property,Motor Vehicle Theft,Powellhurst-Gilbert,1/7/2026,1000,Motor Vehicle Theft,1,Motor Vehicle Theft,45.497577685,-122.525219438,7682863,674012,1/7/2026,January 2026
SE 136TH AVE / SE FOSTER RD,26-43844,1,Property,Property,Motor Vehicle Theft,Pleasant Valley,2/11/2026,2000,Motor Vehicle Theft,1,Motor Vehicle Theft,45.476934132,-122.523563375,7683099,666477,2/13/2026,February 2026
SE 139TH AVE / E BURNSIDE ST,26-2108,1,Property,Property,Motor Vehicle Theft,Hazelwood,1/3/2026,431,Motor Vehicle Theft,1,Motor Vehicle Theft,45.522292591,-122.520953049,7684182,682993,1/3/2026,January 2026
SE 160TH AVE / SE STARK ST,26-38786,1,Property,Property,Larceny: Car Prowl - Other,Centennial,2/8/2026,1330,Larceny Offenses,1,Theft From Motor Vehicle,45.519152935,-122.499056666,7689764,681709,2/8/2026,February 2026
SE 162ND AVE / SE MARKET ST,26-39259,1,Property,Property,Larceny: Other,Centennial,2/9/2026,720,Larceny Offenses,1,All Other Larceny,45.512296468,-122.496555957,7690343,679194,2/9/2026,February 2026
SE 171ST AVE / SE GRANT ST,26-5966,1,Property,Property,Motor Vehicle Theft,Centennial,1/6/2026,1900,Motor Vehicle Theft,1,Motor Vehicle Theft,45.506909564,-122.486506753,7692870,677167,1/7/2026,January 2026
SE 174TH AVE / SE NAEGELI DR,26-53862,1,Property,Property,Motor Vehicle Theft,Centennial,1/22/2016,1700,Motor Vehicle Theft,1,Motor Vehicle Theft,45.490487697,-122.484711641,7693183,671170,2/23/2026,February 2026
SE 174TH AVE / SE POWELL BLVD,26-901413,1,Property,Property,Larceny: Other,Centennial,1/15/2026,1500,Larceny Offenses,1,Theft From Building,45.492310051,-122.484673885,7693209,671834,1/16/2026,January 2026
SE 174TH AVE / SE POWELL BLVD,26-901417,1,Property,Property,Larceny: Other,Centennial,1/15/2026,1500,Larceny Offenses,1,Theft From Building,45.492310051,-122.484673885,7693209,671834,1/16/2026,January 2026
SE ALDER ST / SE 34TH AVE,26-902687,3,Property,Property,Larceny: Car Prowl - Other,Sunnyside,2/1/2026,945,Larceny Offenses,1,Theft From Motor Vehicle,45.517878422,-122.629551122,7656315,682099,2/2/2026,February 2026
SE ANKENY ST / SE 32ND AVE,26-902431,3,Property,Property,Larceny: Car Prowl - Other,Kerns,1/28/2026,1400,Larceny Offenses,1,Theft From Motor Vehicle,45.522113770,-122.632110325,7655700,683660,1/28/2026,January 2026
SE ANKENY ST / SE MARTIN LUTHER KING JR BLVD,26-10783,3,Property,Property,Larceny: Car Prowl - Other,Buckman West,1/11/2026,2330,Larceny Offenses,1,Theft From Motor Vehicle,45.522223556,-122.661769744,7648102,683902,1/12/2026,January 2026
SE ANKENY ST / SE MARTIN LUTHER KING JR BLVD,26-27144,3,Property,Property,Vandalism,Buckman West,1/21/2026,1544,Vandalism,1,Vandalism,45.522223556,-122.661769744,7648102,683902,1/28/2026,January 2026
SE ASH ST / SE 11TH AVE,26-18875,3,Property,Property,Larceny: Car Prowl - Other,Buckman West,1/19/2026,1700,Larceny Offenses,1,Theft From Motor Vehicle,45.521485171,-122.654630359,7649924,683584,1/20/2026,January 2026
SE ASH ST / SE 11TH AVE,26-18875,3,Property,Property,Vandalism,Buckman West,1/19/2026,1700,Vandalism,1,Vandalism,45.521485171,-122.654630359,7649924,683584,1/20/2026,January 2026
SE ASH ST / SE GRAND AVE,26-5094,3,Property,Property,Larceny: Other,Buckman West,1/1/2026,1000,Larceny Offenses,1,All Other Larceny,45.521505334,-122.660715908,7648365,683633,1/6/2026,January 2026
SE ASH ST / SE GRAND AVE,26-901232,3,Property,Property,Vandalism,Buckman West,1/13/2026,10,Vandalism,1,Vandalism,45.521505334,-122.660715908,7648365,683633,1/13/2026,January 2026
SE BELMONT ST / SE 23RD AVE,26-15350,3,Property,Property,Larceny: Car Prowl - Other,Buckman East,11/27/2025,2200,Larceny Offenses,1,Theft From Motor Vehicle,45.516452558,-122.642493404,7652985,681667,1/16/2026,January 2026
SE BOISE ST / SE 11TH AVE,26-10175,3,Property,Property,Motor Vehicle Theft,Brooklyn,1/9/2026,1400,Motor Vehicle Theft,1,Motor Vehicle Theft,45.493027776,-122.654198591,7649758,673209,1/11/2026,January 2026
SE BROOKLYN ST / SE 50TH AVE,26-14770,3,Property,Property,Fraud,Richmond,1/16/2026,12,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.500969459,-122.611266581,7660839,675813,1/16/2026,January 2026
SE CARUTHERS ST / SE WATER AVE,26-53456,3,Property,Property,Vandalism,Hosford-Abernethy,2/23/2026,43,Vandalism,1,Vandalism,45.505876282,-122.661943517,7647898,677945,2/23/2026,February 2026
SE CLAY ST / SE 11TH AVE,26-29777,3,Person,Person,Assault: Simple/Intimidation,Hosford-Abernethy,1/31/2026,128,Assault Offenses,1,Simple Assault,45.511502514,-122.654696473,7649810,679946,1/31/2026,January 2026
SE CLINTON ST / SE 20TH AVE,26-49307,3,Property,Property,Motor Vehicle Theft,Hosford-Abernethy,2/18/2026,1650,Motor Vehicle Theft,1,Motor Vehicle Theft,45.503397134,-122.645641260,7652052,676930,2/18/2026,February 2026
SE DIVISION ST / SE 28TH AVE,26-29857,3,Property,Property,Motor Vehicle Theft,Hosford-Abernethy,1/30/2026,2300,Motor Vehicle Theft,1,Motor Vehicle Theft,45.504803179,-122.637625380,7654120,677388,1/31/2026,January 2026
SE DIVISION ST / SE 36TH AVE,26-21209,3,Person,Person,Assault: Simple/Intimidation,Richmond,1/22/2026,1403,Assault Offenses,1,Simple Assault,45.504789594,-122.626235448,7657039,677306,1/22/2026,January 2026
SE DIVISION ST / SE 130TH AVE,26-51938,1,Person,Person,Assault: Simple/Intimidation,Hazelwood,2/21/2026,1054,Assault Offenses,1,Simple Assault,45.504056850,-122.529945152,7681711,676404,2/21/2026,February 2026
SE DIVISION ST / SE 162ND AVE,26-902324,1,Property,Property,Larceny: Other,Centennial,1/26/2026,2100,Larceny Offenses,1,All Other Larceny,45.504572269,-122.496623881,7690256,676379,1/27/2026,January 2026
SE DUKE ST / SE 80TH AVE,26-5437,3,Property,Property,Motor Vehicle Theft,Mt Scott-Arleta,1/6/2026,645,Motor Vehicle Theft,1,Motor Vehicle Theft,45.475876435,-122.581651320,7668194,666470,1/6/2026,January 2026
SE FOSTER RD / SE 54TH AVE,26-55414,3,Property,Property,Motor Vehicle Theft,Foster-Powell,2/24/2026,1730,Motor Vehicle Theft,1,Motor Vehicle Theft,45.494739848,-122.607169060,7661830,673515,2/25/2026,February 2026
SE FOSTER RD / SE 65TH AVE,26-30887,3,Person,Person,Assault: Aggravated,Foster-Powell,2/1/2026,317,Assault Offenses,1,Aggravated Assault,45.489282927,-122.595915925,7664663,671451,2/1/2026,February 2026
SE FOSTER RD / SE 66TH AVE,26-30899,3,Property,Property,Arson,Foster-Powell,2/1/2026,340,Arson,1,Arson,45.488859709,-122.594901737,7664919,671290,2/1/2026,February 2026
SE FOSTER RD / SE 66TH AVE,26-800407,3,Property,Property,Arson,Foster-Powell,2/1/2026,255,Arson,1,Arson,45.488859709,-122.594901737,7664919,671290,2/1/2026,February 2026
SE FOSTER RD / SE 66TH AVE,26-800497,3,Property,Property,Arson,Foster-Powell,2/1/2026,329,Arson,1,Arson,45.488859709,-122.594901737,7664919,671290,2/1/2026,February 2026
SE FOSTER RD / SE 72ND AVE,26-51872,3,Property,Property,Motor Vehicle Theft,Foster-Powell,2/19/2026,2100,Motor Vehicle Theft,1,Motor Vehicle Theft,45.486497390,-122.589182288,7666363,670391,2/21/2026,February 2026
SE FOSTER RD / SE 88TH AVE,26-19027,1,Person,Person,Assault: Simple/Intimidation,Lents,1/19/2026,1213,Assault Offenses,1,Simple Assault,45.480945389,-122.572316836,7670635,668256,1/20/2026,January 2026
SE FOSTER RD / SE HAROLD ST,26-6521,3,Society,Society,Weapon Law Violations,Mt Scott-Arleta,1/7/2026,1913,Weapon Law Violations,1,Weapons Law Violations,45.483052051,-122.579624752,7668781,669072,1/7/2026,January 2026
SE FRANKLIN ST / SE 11TH AVE,26-902924,3,Property,Property,Larceny: Car Prowl - Other,Brooklyn,1/28/2026,1900,Larceny Offenses,1,Theft From Motor Vehicle,45.499675494,-122.654794038,7649670,675636,2/4/2026,February 2026
SE FRANKLIN ST / SE 15TH AVE,26-30089,3,Property,Property,Motor Vehicle Theft,Brooklyn,1/31/2026,30,Motor Vehicle Theft,1,Motor Vehicle Theft,45.499523837,-122.650149416,7650859,675549,1/31/2026,January 2026
SE FRANKLIN ST / SE 23RD AVE,26-45696,3,Property,Property,Vandalism,Hosford-Abernethy,2/15/2026,638,Vandalism,1,Vandalism,45.499162569,-122.642613736,7652787,675366,2/15/2026,February 2026
SE FRANKLIN ST / SE 28TH PL,26-902335,3,Property,Property,Larceny: Car Prowl - Other,Hosford-Abernethy,1/27/2026,700,Larceny Offenses,1,Theft From Motor Vehicle,45.499096565,-122.636583519,7654332,675301,1/28/2026,January 2026
SE GRAND AVE / SE MARKET ST,26-21400,3,Property,Property,Larceny: Other,Hosford-Abernethy,1/22/2026,1721,Larceny Offenses,1,All Other Larceny,45.510809244,-122.660785026,7648243,679735,1/22/2026,January 2026
SE GRAND AVE / SE SALMON ST,26-4713,3,Property,Property,Vandalism,Buckman West,1/5/2026,2134,Vandalism,1,Vandalism,45.514373648,-122.660764554,7648283,681034,1/5/2026,January 2026
SE GRAND AVE / SE WASHINGTON ST,26-7086,3,Society,Society,Drug Offenses,Buckman West,1/8/2026,1119,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.518654292,-122.660736210,7648332,682594,1/8/2026,January 2026
SE GRAND AVE / SE YAMHILL ST,26-902876,3,Property,Property,Vandalism,Buckman West,2/1/2026,1414,Vandalism,1,Vandalism,45.515803320,-122.660752611,7648300,681555,2/3/2026,February 2026
SE HARRISON ST / SE LINCOLN ST,26-903019,3,Property,Property,Larceny: Car Prowl - Other,Richmond,2/3/2026,1820,Larceny Offenses,1,Theft From Motor Vehicle,45.508363521,-122.634723574,7654898,678666,2/4/2026,February 2026
SE HAWTHORNE BLVD / SE 25TH AVE,26-37336,3,Society,Society,Drug Offenses,Buckman East,2/7/2026,119,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.512075971,-122.640310780,7653502,680057,2/7/2026,February 2026
SE HAWTHORNE BLVD / SE CESAR E CHAVEZ BLVD,26-37962,3,Property,Property,Vandalism,Sunnyside,2/7/2026,1848,Vandalism,1,Vandalism,45.512043764,-122.622823267,7657983,679927,2/7/2026,February 2026
SE HOLGATE BLVD / SE 134TH DR,26-28165,1,Society,Society,Weapon Law Violations,Powellhurst-Gilbert,1/29/2026,1513,Weapon Law Violations,1,Weapons Law Violations,45.489651994,-122.526282635,7682518,671130,1/29/2026,January 2026
SE INSLEY ST / SE MILWAUKIE AVE,26-40034,4,Property,Property,Robbery,Sellwood-Moreland,2/9/2026,2159,Robbery,1,Robbery,45.483920010,-122.649594022,7650850,669858,2/9/2026,February 2026
SE IVON ST / SE 25TH AVE,26-40121,3,Property,Property,Motor Vehicle Theft,Hosford-Abernethy,2/8/2026,1512,Motor Vehicle Theft,1,Motor Vehicle Theft,45.504092742,-122.640415730,7653398,677148,2/10/2026,February 2026
SE IVON ST / SE 41ST AVE,26-47224,3,Property,Property,Motor Vehicle Theft,Richmond,2/16/2026,900,Motor Vehicle Theft,1,Motor Vehicle Theft,45.504073886,-122.620426242,7658521,677006,2/16/2026,February 2026
SE IVON ST / SE 41ST AVE,26-901551,3,Property,Property,Vandalism,Richmond,1/17/2026,2100,Vandalism,1,Vandalism,45.504073886,-122.620426242,7658521,677006,1/18/2026,January 2026
SE KNAPP ST / SE MILWAUKIE AVE,26-901415,4,Property,Property,Larceny: Car Prowl - Car Parts,Sellwood-Moreland,1/15/2026,2100,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.471922867,-122.648516293,7651010,665478,1/16/2026,January 2026
SE LONG ST / SE 28TH AVE,26-41871,4,Property,Property,Motor Vehicle Theft,Reed,2/10/2026,1700,Motor Vehicle Theft,1,Motor Vehicle Theft,45.488932086,-122.637574318,7653980,671603,2/11/2026,February 2026
SE LONG ST / SE 28TH AVE,26-41920,4,Property,Property,Larceny: Car Prowl - Car Parts,Reed,2/7/2026,1700,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.488932086,-122.637574318,7653980,671603,2/11/2026,February 2026
SE MADISON ST / SE 3RD AVE,26-13763,3,Property,Property,Motor Vehicle Theft,Buckman West,1/13/2026,1800,Motor Vehicle Theft,1,Motor Vehicle Theft,45.512993699,-122.662799845,7647748,680545,1/15/2026,January 2026
SE MADISON ST / SE 140TH AVE,26-18260,1,Property,Property,Motor Vehicle Theft,Hazelwood,1/16/2026,1130,Motor Vehicle Theft,1,Motor Vehicle Theft,45.513060270,-122.519723080,7684413,679620,1/19/2026,January 2026
SE MADISON ST / SE GRAND AVE,26-905080,3,Property,Property,Fraud,Buckman West,2/10/2026,2021,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.512941380,-122.660768593,7648268,680512,2/27/2026,February 2026
SE MAIN ST / SE 6TH AVE,26-54824,3,Society,Society,Drug Offenses,Buckman West,2/24/2026,1123,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.513657351,-122.659753877,7648535,680766,2/24/2026,February 2026
SE MARKET CT / SE 143RD AVE,26-54838,1,Property,Property,Robbery,Centennial,2/24/2026,1100,Robbery,1,Robbery,45.512049115,-122.516374167,7685262,679230,2/24/2026,February 2026
SE MARTIN LUTHER KING JR BLVD / SE BELMONT ST,26-52792,3,Property,Property,Arson,Buckman West,2/22/2026,831,Arson,1,Arson,45.516466782,-122.661800355,7648038,681804,2/22/2026,February 2026
SE MARTIN LUTHER KING JR BLVD / SE MORRISON BRG&BELMONT ST RAMP,26-37762,3,Society,Society,Drug Offenses,Buckman West,2/7/2026,1444,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.516535398,-122.661799064,7648039,681829,2/7/2026,February 2026
SE MILL ST / SE 9TH AVE,26-905099,3,Property,Property,Larceny: Car Prowl - Other,Hosford-Abernethy,2/27/2026,2030,Larceny Offenses,1,Theft From Motor Vehicle,45.510081472,-122.656734146,7649274,679442,2/28/2026,February 2026
SE MILWAUKIE AVE / SE MITCHELL ST,26-901582,4,Property,Property,Vandalism,Sellwood-Moreland,1/21/2026,2100,Vandalism,1,Vandalism,45.485700166,-122.649766688,7650823,670508,1/22/2026,January 2026
SE OAK ST / SE 8TH AVE,26-20017,3,Society,Society,Drug Offenses,Buckman West,1/21/2026,1152,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.520072514,-122.657683465,7649128,683090,1/21/2026,January 2026
SE OAK ST / SE 9TH AVE,26-903507,3,Property,Property,Larceny: Car Prowl - Other,Buckman West,2/5/2026,1530,Larceny Offenses,1,Theft From Motor Vehicle,45.520064135,-122.656668391,7649388,683080,2/6/2026,February 2026
SE POWELL BLVD / I205 FWY NB,26-43320,1,Society,Society,Drug Offenses,Powellhurst-Gilbert,2/12/2026,2129,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.497331432,-122.565240897,7672602,674182,2/12/2026,February 2026
SE POWELL BLVD / SE 50TH AVE,26-20003,3,Society,Society,Drug Offenses,Richmond,1/21/2026,1130,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.497508162,-122.611352505,7660784,674552,1/21/2026,January 2026
SE POWELL BLVD / SE 52ND AVE,26-7505,3,Property,Property,Motor Vehicle Theft,Foster-Powell,1/8/2026,1930,Motor Vehicle Theft,1,Motor Vehicle Theft,45.497487363,-122.609049968,7661374,674529,1/8/2026,January 2026
SE POWELL BLVD / SE 54TH AVE,26-903817,3,Property,Property,Burglary,South Tabor,2/7/2026,45,Burglary,1,Burglary,45.497483895,-122.608043306,7661632,674521,2/9/2026,February 2026
SE POWELL BLVD / SE 90TH PL,26-53335,1,Society,Society,Drug Offenses,Powellhurst-Gilbert,2/22/2026,2155,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.497396751,-122.570603568,7671228,674241,2/23/2026,February 2026
SE POWELL BLVD / SE 99TH AVE,26-7178,1,Property,Property,Fraud,Lents,1/2/2026,1500,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.496416418,-122.561653672,7673513,673825,1/12/2026,January 2026
SE POWELL BLVD / SE 112TH AVE,26-15217,1,Property,Property,Larceny: Other,Powellhurst-Gilbert,1/16/2026,1216,Larceny Offenses,1,All Other Larceny,45.496567808,-122.547977792,7677020,673791,1/16/2026,January 2026
SE POWELL BLVD / SE 122ND AVE,26-1499,1,Person,Person,Assault: Aggravated,Powellhurst-Gilbert,12/22/2025,1533,Assault Offenses,1,Aggravated Assault,45.497075031,-122.537661848,7679669,673909,1/2/2026,January 2026
SE POWELL BLVD / SE 122ND AVE,26-1499,1,Property,Property,Motor Vehicle Theft,Powellhurst-Gilbert,12/22/2025,1533,Motor Vehicle Theft,1,Motor Vehicle Theft,45.497075031,-122.537661848,7679669,673909,1/2/2026,January 2026
SE RAYMOND ST / SE 133RD AVE,26-14590,1,Society,Society,Drug Offenses,Powellhurst-Gilbert,1/15/2026,2051,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.485981056,-122.526596363,7682404,669794,1/15/2026,January 2026
SE REEDWAY ST / SE 20TH AVE,26-58070,4,Property,Property,Larceny: Car Prowl - Car Parts,Sellwood-Moreland,2/25/2026,1200,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.481668889,-122.645409690,7651901,669009,2/27/2026,February 2026
SE RHINE ST / SE 17TH AVE,26-905029,3,Property,Property,Larceny: Car Prowl - Car Parts,Brooklyn,2/25/2026,1730,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.497457162,-122.648280472,7651318,674783,2/27/2026,February 2026
SE RHINE ST / SE 17TH AVE,26-905029,3,Property,Property,Larceny: Other,Brooklyn,2/25/2026,1730,Larceny Offenses,1,All Other Larceny,45.497457162,-122.648280472,7651318,674783,2/27/2026,February 2026
SE RURAL ST / SE 16TH AVE,26-5164,4,Property,Property,Larceny: Car Prowl - Car Parts,Sellwood-Moreland,1/5/2026,1900,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.472990486,-122.649964434,7650649,665877,1/6/2026,January 2026
SE SCHILLER ST / SE 28TH PL,26-902918,4,Property,Property,Larceny: Car Prowl - Other,Reed,2/4/2026,1545,Larceny Offenses,1,Theft From Motor Vehicle,45.488190570,-122.636286496,7654303,671324,2/4/2026,February 2026
SE STARK ST / SE 7TH AVE,26-41791,3,Society,Society,Drug Offenses,Buckman West,2/11/2026,1439,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.519359598,-122.658682826,7648865,682837,2/11/2026,February 2026
SE STARK ST / SE 43RD AVE,26-49004,3,Person,Person,Assault: Aggravated,Sunnyside,2/18/2026,1320,Assault Offenses,1,Aggravated Assault,45.519280838,-122.617801627,7659339,682531,2/18/2026,February 2026
SE STARK ST / SE 92ND AVE,26-11418,3,Society,Society,Drug Offenses,Montavilla,1/12/2026,2115,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.519070472,-122.569114713,7671812,682131,1/12/2026,January 2026
SE STARK ST / SE 92ND AVE,26-11418,3,Society,Society,Weapon Law Violations,Montavilla,1/12/2026,2115,Weapon Law Violations,1,Weapons Law Violations,45.519070472,-122.569114713,7671812,682131,1/12/2026,January 2026
SE STARK ST / SE 129TH AVE,26-33855,1,Property,Property,Fraud,Hazelwood,2/3/2026,2113,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.519063804,-122.530891416,7681606,681880,2/3/2026,February 2026
SE STARK ST / SE 129TH AVE,26-33855,1,Society,Society,Weapon Law Violations,Hazelwood,2/3/2026,2113,Weapon Law Violations,1,Weapons Law Violations,45.519063804,-122.530891416,7681606,681880,2/3/2026,February 2026
SE STARK ST / SE 139TH AVE,26-6427,1,Property,Property,Larceny: Other,Hazelwood,1/7/2026,530,Larceny Offenses,1,All Other Larceny,45.519103374,-122.521022968,7684135,681831,1/7/2026,January 2026
SE STARK ST / SE 141ST AVE,26-2698,1,Society,Society,Weapon Law Violations,Hazelwood,1/3/2026,2130,Weapon Law Violations,1,Weapons Law Violations,45.519110100,-122.518455252,7684793,681817,1/3/2026,January 2026
SE STARK ST / SE 148TH AVE,26-8162,1,Person,Person,Assault: Simple/Intimidation,Hazelwood,1/9/2026,1445,Assault Offenses,1,Simple Assault,45.519155361,-122.510710072,7686778,681784,1/9/2026,January 2026
SE STARK ST / SE 162ND AVE,26-902258,,Property,Property,Larceny: Other,Centennial,1/17/2026,1250,Larceny Offenses,1,All Other Larceny,45.519157173,-122.496445947,7690433,681694,1/26/2026,January 2026
SE STARK ST / SE WATER AVE,26-35605,3,Person,Person,Assault: Aggravated,Buckman West,2/5/2026,1253,Assault Offenses,1,Aggravated Assault,45.519331263,-122.665437600,7647134,682873,2/5/2026,February 2026
SE STEELE ST / SE 86TH CT,26-16841,1,Property,Property,Larceny: Other,Lents,1/18/2026,121,Larceny Offenses,1,All Other Larceny,45.484655087,-122.574121497,7670207,669620,1/18/2026,January 2026
SE STEPHENS ST / SE 11TH AVE,26-41327,3,Property,Property,Vandalism,Hosford-Abernethy,2/11/2026,449,Vandalism,1,Vandalism,45.509362153,-122.654712821,7649785,679166,2/11/2026,February 2026
SE TAYLOR ST / SE 47TH AVE,26-902424,3,Property,Property,Larceny: Other,Sunnyside,1/28/2026,338,Larceny Offenses,1,All Other Larceny,45.515296578,-122.614105642,7660248,681054,1/28/2026,January 2026
SE THORBURN ST / SE 70TH AVE,26-8559,3,Society,Society,Weapon Law Violations,Mt Tabor,1/9/2026,2327,Weapon Law Violations,1,Weapons Law Violations,45.521718746,-122.590899748,7666255,683240,1/9/2026,January 2026
SE WASHINGTON ST / SE 96TH AVE,26-15940,1,Society,Society,Drug Offenses,Hazelwood,1/17/2026,132,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.518323124,-122.562308544,7673549,681814,1/17/2026,January 2026
SE WATER AVE / SE CLAY ST,26-11230,3,Person,Person,Assault: Simple/Intimidation,Hosford-Abernethy,1/12/2026,1737,Assault Offenses,1,Simple Assault,45.511539622,-122.665854622,7646951,680036,1/12/2026,January 2026
SE WOODSTOCK BLVD / SE 87TH AVE,26-5987,1,Property,Property,Motor Vehicle Theft,Lents,1/6/2026,1830,Motor Vehicle Theft,1,Motor Vehicle Theft,45.479296141,-122.573399388,7670342,667662,1/7/2026,January 2026
SE YAMHILL ST / SE 113TH AVE,26-14819,1,Property,Property,Other Property Offenses,Mill Park,1/16/2026,121,Counterfeiting/Forgery,1,Counterfeiting/Forgery,45.516123311,-122.547090837,7677428,680913,1/16/2026,January 2026
SPRINGWATER TRAIL CORR / SE 111TH AVE,26-904435,1,Property,Property,Larceny: Other,Powellhurst-Gilbert,2/12/2026,1200,Larceny Offenses,1,All Other Larceny,45.477984359,-122.548965487,7676595,667024,2/20/2026,February 2026
SUNSET HWY WB / NW CORNELL RD,26-901788,,Property,Property,Fraud,Other,1/16/2026,1335,Fraud Offenses,1,False Pretenses/Swindle/Confidence Game,45.530822454,-122.837918957,7603063,688293,1/17/2026,January 2026
SW 1ST AVE / SW ASH ST,26-46021,4,Property,Property,Vandalism,Old Town/Chinatown,2/14/2026,100,Vandalism,1,Vandalism,45.521736695,-122.671438532,7645620,683791,2/15/2026,February 2026
SW 1ST AVE / SW COLUMBIA ST,26-581,4,Property,Property,Vandalism,Downtown,12/31/2025,1550,Vandalism,1,Vandalism,45.513071222,-122.676129630,7644333,680665,1/1/2026,January 2026
SW 1ST AVE / SW HOOKER ST,26-28123,4,Property,Property,Larceny: Car Prowl - Other,South Portland,1/25/2026,1428,Larceny Offenses,1,Theft From Motor Vehicle,45.502261772,-122.678700292,7643568,676743,1/29/2026,January 2026
SW 1ST AVE / SW MORRISON ST,26-900010,4,Property,Property,Larceny: Car Prowl - Other,Downtown,12/31/2025,2130,Larceny Offenses,1,Theft From Motor Vehicle,45.517736640,-122.673603808,7645026,682348,1/2/2026,January 2026
SW 1ST AVE / SW PINE ST,26-903779,4,Property,Property,Larceny: Car Prowl - Other,Old Town/Chinatown,2/5/2026,2330,Larceny Offenses,1,Theft From Motor Vehicle,45.521068652,-122.671799380,7645521,683550,2/7/2026,February 2026
SW 1ST AVE / SW TAYLOR ST,26-900313,4,Property,Property,Larceny: Car Prowl - Other,Downtown,1/1/2026,2045,Larceny Offenses,1,Theft From Motor Vehicle,45.516403278,-122.674325499,7644828,681867,1/2/2026,January 2026
SW 1ST AVE / SW TAYLOR ST,26-900322,4,Property,Property,Larceny: Car Prowl - Other,Downtown,1/1/2026,2100,Larceny Offenses,1,Theft From Motor Vehicle,45.516403278,-122.674325499,7644828,681867,1/5/2026,January 2026
SW 2ND AVE / SW MADISON ST,26-14517,4,Society,Society,Drug Offenses,Downtown,1/15/2026,1922,Drug/Narcotic Offenses,1,Drug/Narcotic Violations,45.514658371,-122.676350457,7644292,681245,1/15/2026,January 2026
SW 2ND AVE / SW SALMON ST,26-34499,4,Person,Person,Assault: Simple/Intimidation,Downtown,2/4/2026,1212,Assault Offenses,1,Simple Assault,45.515991599,-122.675636635,7644488,681726,2/4/2026,February 2026
SW 3RD AVE / SW CLAY ST,26-29991,4,Property,Property,Vandalism,Downtown,1/31/2026,824,Vandalism,1,Vandalism,45.512923507,-122.678422506,7643744,680627,1/31/2026,January 2026
SW 3RD AVE / SW COLUMBIA ST,26-902155,4,Property,Property,Larceny: Car Prowl - Other,Downtown,1/22/2026,35,Larceny Offenses,1,Theft From Motor Vehicle,45.513588832,-122.678061683,7643843,680867,1/23/2026,January 2026
SW 3RD AVE / SW MAIN ST,26-7904,4,Property,Property,Larceny: Other,Downtown,1/9/2026,909,Larceny Offenses,1,All Other Larceny,45.515587317,-122.676990966,7644137,681588,1/9/2026,January 2026
SW 3RD AVE / SW TAYLOR ST,26-1501,4,Property,Property,Larceny: Car Prowl - Car Parts,Downtown,1/2/2026,1536,Larceny Offenses,1,Theft of Motor Vehicle Parts or Accessories,45.516920918,-122.676257649,7644338,682069,1/2/2026,January 2026
SW 3RD AVE / SW TAYLOR ST,26-45753,4,Property,Property,Vandalism,Downtown,2/15/2026,208,Vandalism,1,Vandalism,45.516920918,-122.676257649,7644338,682069,2/15/2026,February 2026
SW 3RD AVE / SW WASHINGTON ST,26-37139,4,Person,Person,Assault: Aggravated,Downtown,2/6/2026,2200,Assault Offenses,1,Aggravated Assault,45.519587660,-122.674814311,7644734,683031,2/6/2026,February 2026
SW 3RD AVE / SW WASHINGTON ST,26-37139,4,Property,Property,Vandalism,Downtown,2/6/2026,2200,Vandalism,1,Vandalism,45.519587660,-122.674814311,7644734,683031,2/6/2026,February 2026
